id,name,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,beds,price,availability_365,number_of_reviews,review_scores_rating
6933655,Home in London · 1 bedroom · 1 bed · 1 bath,36346281,Teodora,21-06-2015,"London, United Kingdom",N/A,N/A,0,2,0,Croydon,Private room,2,1,,0,0,
6942466,Rental unit in Londres · 1 bedroom · 1 bed · Half-bath,36404661,Melusine,22-06-2015,"Lyon, France",N/A,N/A,0,2,1,Hackney,Private room,2,1,$25.00,0,2,5
3463936,Condo in Greater London · ★4.80 · 1 bedroom · 2 beds · 1 bath,1930716,Brendan,15-03-2012,"London, United Kingdom",50%,46%,0,1,1,Wandsworth,Entire home/apt,4,2,$280.00,88,5,4.8
6947277,Rental unit in London · ★4.85 · 2 bedrooms · 2 beds · 1 bath,29819705,Susie,22-03-2015,"London, United Kingdom",100%,100%,1,1,1,Westminster,Entire home/apt,4,2,$350.00,91,127,4.85
3613037,Guest suite in London · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,15813157,Amber,21-05-2014,"London, United Kingdom",N/A,0%,0,1,1,Hackney,Entire home/apt,2,2,$300.00,364,5,5
3660719,Rental unit in London · ★4.38 · 2 bedrooms · 2 beds · 1 bath,6713539,Paddy,03-06-2013,"London, United Kingdom",N/A,N/A,0,1,1,Westminster,Entire home/apt,5,2,$125.00,0,29,4.38
6963836,Rental unit in London Borough of Waltham Forest · 1 bedroom · 1 bed · 1 bath,2252108,Daphna,29-04-2012,"London, United Kingdom",N/A,N/A,0,2,1,Waltham Forest,Private room,2,1,$30.00,0,1,5
3748369,Home in London · ★4.60 · 1 bedroom · 2 beds · 1 bath,1668395,Romain,29-01-2012,"London, United Kingdom",N/A,N/A,0,1,1,Islington,Entire home/apt,3,2,$85.00,0,5,4.6
6971210,Rental unit in London · ★4.89 · 2 bedrooms · 2 beds · 1 bath,2533187,Petra,03-06-2012,"London, United Kingdom",100%,69%,1,2,1,Wandsworth,Entire home/apt,4,2,$100.00,16,37,4.89
3755069,Rental unit in London · 1 bedroom · 1 bed · 1 bath,13071330,Karen,12-03-2014,"London, United Kingdom",100%,60%,0,1,1,Kensington and Chelsea,Entire home/apt,2,1,$140.00,326,2,4.5
3762111,Loft in London  · 3 bedrooms · 3 beds · 2 baths,13981850,Andrea,07-04-2014,"London, United Kingdom",N/A,N/A,0,3,1,Camden,Entire home/apt,6,3,"$3,000.00",365,0,
6979867,Rental unit in London · 2 bedrooms · 1 bed · 1 bath,36597157,Abdullah,24-06-2015,"London, United Kingdom",N/A,N/A,0,1,0,Tower Hamlets,Entire home/apt,3,1,$100.00,0,0,
3796709,Rental unit in London · ★4.29 · 1 bedroom · 1 bed · 1 bath,17459498,Joseph,30-06-2014,"London, United Kingdom",N/A,N/A,0,1,1,Hackney,Entire home/apt,3,1,$150.00,0,14,4.29
7029723,Home in London · 1 bedroom · 1 bed · 2 baths,36851099,Letty,27-06-2015,"Sheffield, United Kingdom",N/A,N/A,0,1,1,Islington,Private room,1,1,$34.00,0,0,
3991744,Condo in Greater London · ★4.94 · 1 bedroom · 1 bed · 1 bath,7240814,Bonnie,02-07-2013,"London, United Kingdom",100%,87%,0,1,1,Hackney,Entire home/apt,2,1,$134.00,7,18,4.94
7030720,Rental unit in London · 2 bedrooms · 3 beds · 2 baths,36858643,Richard,27-06-2015,United Kingdom,N/A,N/A,0,1,1,Richmond upon Thames,Entire home/apt,4,3,$150.00,0,0,
4006629,Rental unit in London · ★4.57 · 2 bedrooms · 2 beds · 1 bath,511794,Esra,15-04-2011,"London, United Kingdom",N/A,N/A,0,2,1,Kensington and Chelsea,Entire home/apt,6,2,$475.00,178,14,4.57
4032544,Rental unit in London · ★4.47 · 2 bedrooms · 3 beds · 1 bath,19494073,Holly,05-08-2014,"London, United Kingdom",N/A,N/A,0,2,1,Islington,Entire home/apt,6,3,$125.00,0,17,4.47
4059133,Home in London · 3 bedrooms · 2 beds · 2 baths,21015522,Sarah,06-09-2014,"London, United Kingdom",N/A,N/A,0,2,1,Tower Hamlets,Entire home/apt,4,2,$150.00,0,2,4.5
7097349,Home in London · ★3.60 · 1 bedroom · 1 bed · 2 baths,24497393,Lauren,04-12-2014,"Paris, France",N/A,N/A,0,1,1,Tower Hamlets,Private room,2,1,$23.00,0,5,3.6
4132107,Rental unit in London · 1 bedroom · 1 bed · 1 bath,12750188,Francesca,03-03-2014,France,N/A,N/A,0,2,1,Tower Hamlets,Private room,2,1,$29.00,0,2,5
4167836,Rental unit in London · ★4.73 · 2 bedrooms · 4 beds · 2 baths,2839416,Geraldine,05-07-2012,"London, United Kingdom",N/A,N/A,0,2,1,City of London,Entire home/apt,6,4,$150.00,0,15,4.73
7131516,Home in London · 1 bedroom · 1 bed · 2 baths,37351524,Philipp,02-07-2015,"London, United Kingdom",N/A,N/A,0,8,0,Waltham Forest,Private room,2,1,$41.00,347,0,
4190717,Townhouse in London · ★5.0 · 3 bedrooms · 2 beds · 2 baths,8326463,Fredy,22-08-2013,"London, United Kingdom",50%,N/A,0,1,1,Southwark,Entire home/apt,10,2,"$1,200.00",350,3,5
4272878,Rental unit in London · ★5.0 · 2 bedrooms · 1 bed · 1 bath,2426976,Alexandre,21-05-2012,"London, United Kingdom",N/A,N/A,0,2,1,Islington,Entire home/apt,3,1,$66.00,0,4,5
4309179,Townhouse in London · ★4.94 · 2 bedrooms · 1 bed · 1 private bath,22367565,Sarah & Edgar,10-10-2014,"England, United Kingdom",100%,97%,1,1,1,Lewisham,Private room,2,1,$87.00,146,236,4.94
4316890,Home in Marylebone · ★4.97 · 2 bedrooms · 2 beds · 2.5 baths,17999082,Rene,12-07-2014,"London, United Kingdom",100%,100%,1,3,1,Westminster,Entire home/apt,3,2,$474.00,35,61,4.97
4356007,Home in Kingston upon Thames · ★4.88 · 5 bedrooms · 5 beds · 4 baths,22611343,Lucy,16-10-2014,"Kingston upon Thames, United Kingdom",N/A,100%,0,2,1,Kingston upon Thames,Entire home/apt,9,5,$300.00,0,67,4.88
4386458,Home in London · 1 bedroom · 1 bed · 1 shared bath,22772763,Leo,20-10-2014,"London, United Kingdom",N/A,N/A,0,2,1,Islington,Private room,1,1,$80.00,0,0,
7140951,Rental unit in London · ★5.0 · Studio · 1 bed · 1 bath,27093541,Pierluigi,02-02-2015,"England, United Kingdom",N/A,N/A,0,2,1,Hammersmith and Fulham,Entire home/apt,2,1,$65.00,0,3,5
4386852,Rental unit in London · ★4.40 · 2 bedrooms · 3 beds · 1 bath,5026897,Nithin,09-02-2013,"London, United Kingdom",N/A,100%,0,6,1,Westminster,Entire home/apt,5,3,$120.00,363,5,4.4
4395570,Home in London · ★4.78 · 1 bedroom · 2 beds · 1 bath,2590194,Olivia,09-06-2012,"London, United Kingdom",100%,71%,0,3,0,Wandsworth,Private room,2,2,$100.00,364,9,4.78
7142034,Rental unit in London · ★4.28 · 2 bedrooms · 5 beds · 2 baths,37393214,Tina,03-07-2015,"London, United Kingdom",100%,100%,0,5,1,Kensington and Chelsea,Entire home/apt,7,5,$300.00,139,61,4.28
7177651,Rental unit in London · 1 bedroom · 1 bed · 1 bath,37596367,Liliana,05-07-2015,"London, United Kingdom",N/A,N/A,0,1,1,Southwark,Private room,2,1,$78.00,0,0,
4429033,Rental unit in London · ★5.0 · 2 bedrooms · 1 bed · 1 bath,14286326,Francesca,14-04-2014,"London, United Kingdom",N/A,N/A,0,1,1,Brent,Entire home/apt,2,1,$100.00,0,3,5
4439507,Home in Greater London · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,2240892,Debbie,28-04-2012,"London, United Kingdom",90%,80%,0,7,1,Waltham Forest,Private room,2,1,$48.00,353,9,4.67
4444296,Rental unit in London · 1 bedroom · 3 beds · 1 bath,3855534,Sasha,13-10-2012,"London, United Kingdom",N/A,N/A,0,3,1,Islington,Entire home/apt,4,3,$80.00,0,0,
7244811,Rental unit in London · 1 bedroom · 3 beds · 1.5 baths,16937720,Milena,18-06-2014,"London, United Kingdom",N/A,N/A,0,2,1,Islington,Private room,3,3,$40.00,0,0,
7270274,Rental unit in London · ★4.92 · 1 bedroom · 1 bed · 1 bath,38057031,Clare,10-07-2015,"Los Angeles, CA",100%,67%,0,2,1,Hammersmith and Fulham,Entire home/apt,2,1,$162.00,80,12,4.92
7273505,Rental unit in London · ★4.65 · Studio · 1 bed · 1 bath,35991321,Rosie,16-06-2015,United Kingdom,100%,68%,1,2,1,Westminster,Entire home/apt,2,1,$176.00,192,68,4.65
7284615,Rental unit in London · 1 bedroom · 1 bed · 1 bath,38146028,Ruth,11-07-2015,"London, United Kingdom",N/A,N/A,0,1,1,Lewisham,Entire home/apt,2,1,$70.00,0,1,5
4478603,Home in Twickenham · ★4.81 · 2 bedrooms · 3 beds · 1 bath,3742639,Joan,03-10-2012,United Kingdom,100%,97%,1,2,1,Richmond upon Thames,Entire home/apt,4,3,$150.00,79,145,4.81
7326472,Home in London · 1 bedroom · 1 bed · 1 bath,38380619,Eleanor,13-07-2015,"London, United Kingdom",N/A,N/A,0,1,1,Waltham Forest,Private room,2,1,$37.00,0,0,
7392001,Rental unit in London · 1 bedroom · 1 bed · 1 bath,6588136,Andrea,26-05-2013,"Chicago, IL",N/A,N/A,0,1,1,Camden,Private room,2,1,$66.00,0,1,5
4585778,Condo in London · ★4.82 · 2 bedrooms · 2 beds · 1 bath,23767461,Ebba & Raman,15-11-2014,"London, United Kingdom",100%,100%,1,4,1,Hammersmith and Fulham,Entire home/apt,4,2,$225.00,350,11,4.82
7449214,Rental unit in London · ★4.56 · 1 bedroom · 2 beds · 1 bath,39014227,James,20-07-2015,"London, United Kingdom",100%,58%,0,1,1,Hackney,Entire home/apt,4,2,$88.00,0,57,4.56
4610589,Home in London · ★4.90 · 3 bedrooms · 3 beds · 2.5 baths,23237232,Tino,02-11-2014,"London, United Kingdom",100%,63%,0,2,1,Kensington and Chelsea,Entire home/apt,6,3,$379.00,323,41,4.9
7488558,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 bath,13435091,Ayesha,23-03-2014,"London, United Kingdom",N/A,N/A,0,2,1,Southwark,Entire home/apt,2,1,$100.00,0,6,5
7515871,Rental unit in London · 1 bedroom · 1 bed · 1 bath,14397622,Anna,17-04-2014,"London, United Kingdom",N/A,N/A,0,3,1,Hackney,Private room,2,1,$64.00,0,1,5
4634092,Rental unit in London · ★4.63 · 2 bedrooms · 3 beds · 2 baths,23997177,Clodagh,21-11-2014,"London, United Kingdom",N/A,0%,0,2,1,Kensington and Chelsea,Entire home/apt,4,3,$179.00,0,87,4.63
7537897,Condo in London · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,39495086,Nicole,25-07-2015,"London, United Kingdom",100%,94%,1,2,1,Southwark,Private room,1,1,$49.00,135,221,4.93
7556182,Home in London · ★4.67 · 3 bedrooms · 3 beds · 1.5 baths,39605451,Thomas,26-07-2015,"London, United Kingdom",N/A,N/A,0,2,1,Tower Hamlets,Entire home/apt,6,3,$120.00,0,3,4.67
7581543,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,11983039,Walid,05-02-2014,"London, United Kingdom",0%,0%,0,4,1,Kensington and Chelsea,Private room,1,1,$60.00,53,38,5
4674140,Rental unit in London · 1 bedroom · 1 bed · 1 bath,24178327,James,26-11-2014,,N/A,N/A,0,2,0,Camden,Private room,2,1,,0,0,
7595146,Home in London · 1 bedroom · 1 bed · 1 bath,39828462,,,,,,0,,,Tower Hamlets,Private room,2,1,,0,0,
4679555,Rental unit in London · ★4.90 · 1 bedroom · 1 bed · 1 bath,10311860,Jack,28-11-2013,"London, United Kingdom",100%,0%,0,1,1,Islington,Entire home/apt,2,1,$93.00,69,165,4.9
7651208,Home in London · ★4.93 · 1 bedroom · 1 bed · 2.5 shared baths,33289147,Shelley,13-05-2015,"London, United Kingdom",60%,82%,0,3,1,Croydon,Private room,2,1,$32.00,202,15,4.93
7675172,Rental unit in London · 2 bedrooms · 2 beds · 2 baths,37508137,Rob,04-07-2015,"London, United Kingdom",N/A,N/A,0,1,1,Wandsworth,Entire home/apt,4,2,$129.00,0,2,5
7684067,Home in London · 1 bedroom · 1 bed · 1.5 baths,10104366,Georgie,18-11-2013,,N/A,N/A,0,1,1,Lambeth,Private room,2,1,$40.00,0,0,
4726777,Rental unit in London · ★4.80 · 1 bedroom · 1 bed · 1 private bath,7944166,Nathalie Rani,05-08-2013,"London, United Kingdom",100%,50%,0,3,1,Brent,Private room,2,1,$61.00,354,5,4.8
7693334,Rental unit in London · Studio · 1 bed · 1 bath,27783814,Christopher,15-02-2015,"London, United Kingdom",N/A,N/A,0,1,1,Hackney,Entire home/apt,2,1,$65.00,0,1,5
4744686,Home in London · 1 bedroom · 1 bed · 1 bath,24489228,Arthur,04-12-2014,"London, United Kingdom",N/A,N/A,0,1,0,Camden,Private room,1,1,,0,0,
4765552,Rental unit in London · 1 bedroom · 1 bed · 1 bath,4790005,Dean,21-01-2013,"London, United Kingdom",N/A,N/A,0,1,1,Tower Hamlets,Entire home/apt,2,1,$75.00,0,0,
7709953,Rental unit in London · ★4.84 · 1 bedroom · 1 bed · 1 bath,40502065,Nadaav,04-08-2015,"London, United Kingdom",N/A,100%,0,1,1,Islington,Entire home/apt,3,1,$95.00,0,32,4.84
4769289,Rental unit in London · 1 bedroom · 1 bed · 1 bath,24604590,Ryan,08-12-2014,,N/A,N/A,0,2,0,Lambeth,Private room,2,1,$80.00,0,0,
7721823,Home in London · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,34808291,Stephen,02-06-2015,"London, United Kingdom",N/A,N/A,0,1,1,Waltham Forest,Entire home/apt,4,3,$75.00,0,4,5
7754615,Rental unit in London · 1 bedroom · 1 bed · 1 bath,37213616,Louise,01-07-2015,"London, United Kingdom",N/A,N/A,0,2,1,City of London,Entire home/apt,3,1,$99.00,0,1,5
4813461,Rental unit in London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,4710000,Nicole,15-01-2013,"Sydney, Australia",N/A,N/A,0,1,1,Islington,Entire home/apt,4,2,$100.00,0,3,5
7759695,Rental unit in London · 1 bedroom · 1 bed · 1 bath,40584357,Alastair,05-08-2015,"England, United Kingdom",N/A,N/A,0,3,1,Westminster,Private room,2,1,$30.00,0,1,5
4815561,Rental unit in London · ★4.76 · 2 bedrooms · 2 beds · 2.5 baths,24799882,Sean,13-12-2014,"London, United Kingdom",100%,67%,0,3,1,Brent,Entire home/apt,4,2,$183.00,22,45,4.76
7771180,Rental unit in London · ★4.76 · Studio · 1 bath,31098090,Julia,12-04-2015,"London, United Kingdom",100%,100%,0,1,1,Tower Hamlets,Entire home/apt,2,,$162.00,35,50,4.76
4827201,Rental unit in London · 1 bedroom · 1 bed · 1 bath,24854074,Maykenbel,15-12-2014,"London, United Kingdom",N/A,N/A,0,1,1,Kensington and Chelsea,Private room,2,1,$280.00,362,0,
7802981,Rental unit in London · 1 bedroom · 1 bed · 1.5 baths,39611923,Ollie,26-07-2015,"England, United Kingdom",N/A,N/A,0,2,1,Camden,Private room,1,1,$37.00,0,0,
4841466,Rental unit in London · 1 bedroom · 2 beds · 1 bath,1787417,Alex,21-02-2012,"London, United Kingdom",N/A,N/A,0,1,1,Tower Hamlets,Entire home/apt,3,2,$74.00,0,2,4.5
7814037,Home in London · 1 bedroom · 1 bed · 1 bath,13954777,Daniel,06-04-2014,"England, United Kingdom",N/A,N/A,0,1,1,Southwark,Private room,2,1,$35.00,0,2,5
4843011,Rental unit in London · ★4.93 · 2 bedrooms · 4 beds · 2.5 baths,24923380,Irene Isabel,17-12-2014,"Stockholm, Sweden",50%,86%,0,1,1,Westminster,Entire home/apt,5,4,$557.00,130,40,4.93
7823882,Rental unit in London · 1 bedroom · 1 bed · 1 bath,11912853,Doone,03-02-2014,"London, United Kingdom",N/A,N/A,0,1,0,Hammersmith and Fulham,Private room,2,1,$69.00,0,1,4
4854301,Rental unit in London · ★4.98 · 1 bedroom · 2 beds · 1 bath,7828396,Andrew,30-07-2013,"Marseille, France",100%,75%,0,4,1,Hackney,Entire home/apt,4,2,$143.00,0,58,4.98
7858514,Home in Wembley Park · ★4.77 · 1 bedroom · 1 bed · 1 bath,41415282,DavidandYvette,13-08-2015,"Wembley, United Kingdom",N/A,N/A,0,1,1,Brent,Private room,2,1,$40.00,0,52,4.77
4860401,Condo in Greater London · 1 bedroom · 1 bed · 1 private bath,25000330,Angélique,19-12-2014,United Kingdom,N/A,N/A,0,1,1,Westminster,Private room,1,1,$60.00,0,0,
7900168,Rental unit in London · ★4.75 · 1 bedroom · 1 bed · 1 bath,41615467,Ieva,16-08-2015,"London, United Kingdom",N/A,N/A,0,1,1,Tower Hamlets,Entire home/apt,2,1,$76.00,0,4,4.75
8853486,Rental unit in London · ★4.75 · Studio · 2 beds · 1 bath,46075436,Kamila,08-10-2015,"London, United Kingdom",N/A,N/A,0,3,0,Kensington and Chelsea,Entire home/apt,2,2,$120.00,0,4,4.75
7913568,Loft in London · ★4.85 · 1 bedroom · 1 bed · 2 baths,35659888,David & Leighann,12-06-2015,"London, United Kingdom",100%,60%,0,2,1,Tower Hamlets,Entire home/apt,2,1,$124.00,12,33,4.85
8860463,Rental unit in London · 1 bedroom · 1 bed · 1 bath,46381019,Natalia,12-10-2015,"London, United Kingdom",N/A,N/A,0,1,1,Islington,Entire home/apt,2,1,$60.00,0,0,
7914873,Rental unit in London · 2 bedrooms · 2 beds · 2 baths,27426254,Adam & Kitty,08-02-2015,"London, United Kingdom",N/A,N/A,0,1,1,Hammersmith and Fulham,Entire home/apt,4,2,$160.00,0,0,
7938395,Rental unit in London · 1 bedroom · 1 bed · 1 bath,18945431,Dejan,26-07-2014,"London, United Kingdom",N/A,N/A,0,1,1,Barnet,Entire home/apt,2,1,$109.00,0,1,4
8886525,Rental unit in London · ★4.89 · 2 bedrooms · 2 beds · 1 bath,32394536,Patrick,02-05-2015,"London, United Kingdom",N/A,N/A,0,1,1,Lambeth,Entire home/apt,12,2,$120.00,0,9,4.89
8897896,Rental unit in London · ★4.86 · 1 bedroom · 1 bed · 1 bath,46547710,Dean,14-10-2015,"London, United Kingdom",N/A,N/A,0,1,0,Lambeth,Entire home/apt,2,1,,0,14,4.86
7943188,Home in Orpington · ★4.67 · 1 bedroom · 1 bed · 1 private bath,16898033,Donna,17-06-2014,"Orpington, United Kingdom",N/A,N/A,0,2,0,Bromley,Private room,2,1,$40.00,191,70,4.67
8955438,Guest suite in London · ★4.97 · 1 bedroom · 1 bed · 1 private bath,5733957,Sam,02-04-2013,"London, United Kingdom",100%,89%,1,1,1,Camden,Private room,2,1,$95.00,215,251,4.97
7951313,Rental unit in London · ★4.66 · 2 bedrooms · 3 beds · 2 baths,28826463,Carlos & Tina,05-03-2015,"London, United Kingdom",100%,94%,0,7,1,Lambeth,Entire home/apt,6,3,$238.00,203,132,4.66
8970929,Bed and breakfast in London · ★4.86 · 1 bedroom · 1 bed · 1 bath,46566266,Tatjana,14-10-2015,"London, United Kingdom",N/A,N/A,0,4,1,Hammersmith and Fulham,Private room,2,1,$60.00,0,187,4.86
7954433,Rental unit in London · 1 bedroom · 1 bed · 1 bath,26994335,Michael,31-01-2015,"Copenhagen, Denmark",N/A,N/A,0,1,1,Hackney,Entire home/apt,2,1,$75.00,0,1,5
8981498,Rental unit in London · 1 bedroom · 1 bed · 1 bath,27185168,Kim,03-02-2015,"London, United Kingdom",N/A,N/A,0,1,1,Kensington and Chelsea,Entire home/apt,2,1,$150.00,0,2,5
8027190,Rental unit in London · 1 bedroom · 1 bed · 2 baths,42384843,Dan,24-08-2015,"England, United Kingdom",N/A,N/A,0,1,0,Tower Hamlets,Entire home/apt,2,1,,0,0,
9042088,Home in London · 1 bedroom · 1 bed · 1 bath,20146762,Letie,14-05-2015,"London, United Kingdom",100%,37%,0,4,1,Barnet,Private room,2,1,$50.00,363,2,5
8030304,Home in London · ★4.93 · 4 bedrooms · 5 beds · 3.5 baths,28503198,Julia,28-02-2015,United Kingdom,100%,71%,0,4,1,Islington,Entire home/apt,8,5,$475.00,0,14,4.93
9091139,Rental unit in Greater London · 1 bedroom · 2 beds · 1 bath,47341941,Çakıl,24-10-2015,"Istanbul, Turkey",N/A,100%,0,1,1,Kensington and Chelsea,Entire home/apt,4,2,$140.00,0,0,
8063613,Rental unit in London · ★5.0 · 1 bedroom · 2 beds · 1 bath,42589974,Olivier,26-08-2015,"Lyon, France",N/A,N/A,0,1,1,Islington,Entire home/apt,4,2,$85.00,0,5,5
8068359,Rental unit in London · 1 bedroom · 1 bed · 1 bath,4222315,Tom,23-11-2012,"London, United Kingdom",N/A,N/A,0,1,1,Islington,Entire home/apt,2,1,$45.00,0,0,
9129445,Home in London · 3 bedrooms · 1 bed · Half-bath,25574904,Alejandro,04-01-2015,,N/A,N/A,0,40,0,Westminster,Entire home/apt,2,1,,0,0,
9236964,Rental unit in London · ★4.55 · 2 bedrooms · 3 beds · 1 bath,21275989,Ruth,13-09-2014,"England, United Kingdom",N/A,N/A,0,3,1,Camden,Entire home/apt,5,3,$95.00,0,11,4.55
8082323,Rental unit in London · 1 bedroom · 1 bed · 1 bath,42691169,Diana,27-08-2015,,N/A,N/A,0,1,0,Greenwich,Entire home/apt,2,1,,0,0,
9244494,Home in Richmond · ★4.96 · 1 bedroom · 1 bed · 1 private bath,48043460,Mary Beth,03-11-2015,"Richmond, United Kingdom",100%,100%,1,1,1,Richmond upon Thames,Private room,2,1,$100.00,204,311,4.96
8140993,Rental unit in London · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,6411422,Lucy,15-05-2013,"London, United Kingdom",40%,19%,0,6,1,Hammersmith and Fulham,Private room,1,1,$27.00,112,171,4.54
9286479,Home in London · ★4.96 · 1 bedroom · 1 bed · 1 private bath,7602630,Amanda,20-07-2013,"London, United Kingdom",90%,81%,1,4,1,Lewisham,Private room,2,1,$85.00,358,49,4.96
8143867,Rental unit in London · 1 bedroom · 1 bed · 1 bath,24108751,Ellen,24-11-2014,"Dublin, Ireland",N/A,N/A,0,1,0,Islington,Private room,1,1,,0,0,
9324312,Rental unit in London · 1 bedroom · 1 bed · 1 bath,48395234,Carolyn,07-11-2015,,N/A,N/A,0,2,0,Kensington and Chelsea,Private room,1,1,$67.00,0,0,
8148363,Home in London · 1 bedroom · 1 bed · 1 private bath,43012202,Adriana,31-08-2015,"London, United Kingdom",N/A,N/A,0,2,1,Tower Hamlets,Private room,2,1,$35.00,0,0,
9367201,Rental unit in London · 2 bedrooms · 2 beds · 1.5 baths,599188,Mandy-Lee,18-05-2011,"London, United Kingdom",N/A,N/A,0,2,1,Southwark,Entire home/apt,4,2,$65.00,0,1,5
9368919,Home in London · 1 bedroom · 1 bed · 1.5 baths,15709439,Marina,19-05-2014,"London, United Kingdom",N/A,N/A,0,2,1,Hackney,Private room,2,1,$29.00,0,0,
8225731,Rental unit in London · 1 bedroom · 1 bed · 1 bath,41134932,Danny,11-08-2015,,N/A,N/A,0,2,0,Hackney,Entire home/apt,2,1,,0,0,
8231775,Rental unit in London · 1 bedroom · 1 bed · 1 bath,43406548,Pamela,05-09-2015,"London, United Kingdom",N/A,N/A,0,1,0,Camden,Private room,2,1,,0,0,
9378356,Rental unit in London · ★4.76 · 1 bedroom · 1 bed · 1 bath,16752682,Matthew,13-06-2014,"London, United Kingdom",N/A,83%,0,3,1,Lambeth,Entire home/apt,1,1,$65.00,0,17,4.76
8265463,Home in Isleworth · 3 bedrooms · 4 beds · 1 bath,17879146,Maureen,09-07-2014,"Twickenham, United Kingdom",N/A,N/A,0,1,0,Hounslow,Entire home/apt,6,4,$420.00,0,0,
